id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,json_adherent_int,task_success,task_success_int,hallucinated,hallucinated_int,hallucinated_aisles,latency_s
1,presearch,direct,Where can I find Milk (1L)?,milk_1l,milk,move,[1],You can find the Milk (1L) in Aisle 1.,True,1,True,1,False,0,[],13.428
1,semantic,direct,Where can I find Milk (1L)?,milk_1l,milk,move,[1],You can find the Milk (1L) in Aisle 1!,True,1,True,1,False,0,[],87.506
1,llm_only,direct,Where can I find Milk (1L)?,milk_1l,,move,[1],You can find the 1L Milk in Aisle 1. Let me know if you need help finding anything else!,True,1,True,1,False,0,[],2.921
2,presearch,direct,Do you have Large Eggs (12ct)?,eggs_large,eggs,move,[1],"Yes, we have Large Eggs (12ct) in Aisle 1.",True,1,True,1,False,0,[],3.161
2,semantic,direct,Do you have Large Eggs (12ct)?,eggs_large,eggs,move,[1],"Yes, we have Large Eggs (12ct) in Aisle 1.",True,1,True,1,False,0,[],4.177
2,llm_only,direct,Do you have Large Eggs (12ct)?,eggs_large,,move,[1],"Yes, we do! You can find the Large Eggs (12ct) for $3.80 in Aisle 1.",True,1,True,1,False,0,[],2.069
3,presearch,direct,Please help me find Whole Wheat Wraps.,tortilla_wraps,whole wheat wraps,move,[2],I can certainly help with that! You can find Whole Wheat Wraps in Aisle 2.,True,1,True,1,False,0,[],4.053
3,semantic,direct,Please help me find Whole Wheat Wraps.,tortilla_wraps,whole wheat wraps,move,[2],I can certainly help you with that! You can find Whole Wheat Wraps in Aisle 2.,True,1,True,1,False,0,[],3.596
3,llm_only,direct,Please help me find Whole Wheat Wraps.,tortilla_wraps,,move,[2],Of course! You can find the Whole Wheat Wraps over in Aisle 2 in the bakery section.,True,1,True,1,False,0,[],4.675
4,presearch,direct,I need Black Beans (Can).,black_beans_can,black beans,move,[6],I can certainly help you with that! You can find Black Beans (Can) in Aisle 6.,True,1,True,1,False,0,[],2.895
4,semantic,direct,I need Black Beans (Can).,black_beans_can,black beans,move,[6],I can help you with that! You can find Black Beans (Can) in Aisle 6.,True,1,True,1,False,0,[],3.688
4,llm_only,direct,I need Black Beans (Can).,black_beans_can,,move,[6],Of course! You can find the canned black beans in Aisle 6.,True,1,True,1,False,0,[],2.581
5,presearch,direct,Can I get Frozen Pizza?,frozen_pizza,frozen pizza,move,[7],"Yes, we have Frozen Pizza available in Aisle 7!",True,1,True,1,False,0,[],2.562
5,semantic,direct,Can I get Frozen Pizza?,frozen_pizza,frozen pizza,move,[7],"Yes, we have Frozen Pizza in Aisle 7!",True,1,True,1,False,0,[],3.245
5,llm_only,direct,Can I get Frozen Pizza?,frozen_pizza,,move,[7],Of course! You can find the Frozen Pizza in Aisle 7.,True,1,True,1,False,0,[],2.775
6,presearch,direct,Where is Chicken Breast (1lb)?,chicken_breast,chicken breast,move,[8],You can find the Chicken Breast (1lb) in Aisle 8!,True,1,True,1,False,0,[],3.662
6,semantic,direct,Where is Chicken Breast (1lb)?,chicken_breast,chicken breast,move,[8],You can find the Chicken Breast (1lb) in Aisle 8!,True,1,True,1,False,0,[],44.92
6,llm_only,direct,Where is Chicken Breast (1lb)?,chicken_breast,,move,[8],Of course! You can find the Chicken Breast (1lb) over in Aisle 8.,True,1,True,1,False,0,[],4.342
7,presearch,direct,Do you carry Dish Soap?,dish_soap,dish soap,move,[9],"Yes, we carry Dish Soap! You can find it in Aisle 9.",True,1,True,1,False,0,[],2.946
7,semantic,direct,Do you carry Dish Soap?,dish_soap,dish soap,move,[9],"Yes, we carry Dish Soap in Aisle 9!",True,1,True,1,False,0,[],3.619
7,llm_only,direct,Do you carry Dish Soap?,dish_soap,,move,[9],"Yes, we do! You can find the dish soap in Aisle 9.",True,1,True,1,False,0,[],1.957
8,presearch,direct,I want Sparkling Water.,sparkling_water,sparkling water,move,[4],Of course! We have Sparkling Water available in Aisle 4.,True,1,True,1,False,0,[],3.57
8,semantic,direct,I want Sparkling Water.,sparkling_water,sparkling water,move,[4],We have Sparkling Water in Aisle 4!,True,1,True,1,False,0,[],3.091
8,llm_only,direct,I want Sparkling Water.,sparkling_water,,move,[4],Of course! You can find the Sparkling Water in Aisle 4.,True,1,True,1,False,0,[],9.285
9,presearch,direct,Could you find Toothpaste for me?,toothpaste,toothpaste,move,[10],"Yes, I can help you with that! You can find Toothpaste in Aisle 10.",True,1,True,1,False,0,[],3.037
9,semantic,direct,Could you find Toothpaste for me?,toothpaste,toothpaste,move,[10],"Yes, I can help you with that! You can find Toothpaste in Aisle 10.",True,1,True,1,False,0,[],2.977
9,llm_only,direct,Could you find Toothpaste for me?,toothpaste,,move,[10],Of course! You can find the toothpaste in Aisle 10.,True,1,True,1,False,0,[],1.951
10,presearch,direct,I'm looking for Trail Mix.,trail_mix,trail mix,move,[5],"Yes, we have Trail Mix available in Aisle 5.",True,1,True,1,False,0,[],4.75
10,semantic,direct,I'm looking for Trail Mix.,trail_mix,trail mix,move,[5],I can certainly help with that! You can find Trail Mix in Aisle 5.,True,1,True,1,False,0,[],3.041
10,llm_only,direct,I'm looking for Trail Mix.,trail_mix,,move,[5],Of course! You can find the Trail Mix over in Aisle 5.,True,1,True,1,False,0,[],2.827
11,presearch,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,flour; sugar; butter; eggs; chocolate chips; vanilla extract; baking soda; salt,move,"[6, 1]","I can help you find All-Purpose Flour, Granulated Sugar, and Iodized Salt in Aisle 6, and Unsalted Butter and Large Eggs",True,1,False,0,True,1,[12],5.13
11,semantic,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,flour; sugar; butter; eggs; chocolate chips; vanilla extract; baking soda; salt,move,"[1, 5, 6]","I can help you with that! We have Unsalted Butter in Aisle 1, Chocolate Cookies in Aisle 5, and All-Purpose Flour in Ais",True,1,True,1,False,0,[],4.675
11,llm_only,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,,move,"[1, 6]","To bake chocolate chip cookies, you'll need all-purpose flour, granulated sugar, and unsalted butter. You can find those",True,1,True,1,False,0,[],3.593
12,presearch,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,spaghetti; tomato sauce; ground beef; garlic; onion; parmesan cheese; olive oil,move,"[6, 8, 3]","I can help you with Spaghetti Pasta, Tomato Sauce, and Olive Oil in Aisle 6, Ground Beef in Aisle 8, and Yellow Onion in",True,1,True,1,False,0,[],5.543
12,semantic,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,spaghetti; tomato sauce; ground beef; garlic; onion; olive oil; parmesan cheese,move,"[6, 3, 8]","For spaghetti night, we have Spaghetti Pasta, Tomato Sauce, and Olive Oil in Aisle 6, Yellow Onion in Aisle 3, and Groun",True,1,True,1,False,0,[],6.859
12,llm_only,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,,move,"[6, 8]","For a great spaghetti night, I recommend picking up some spaghetti pasta and tomato sauce from Aisle 6, and maybe some g",True,1,True,1,False,0,[],2.4
13,presearch,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,chicken; mayonnaise; celery; onion; lemon; salt; pepper,move,"[3, 6, 7, 8]","I can help with that! We have Chicken Breast (Aisle 8), Chicken Nuggets (Aisle 7), Yellow Onion (Aisle 3), Lemon (Aisle ",True,1,True,1,False,0,[],5.276
13,semantic,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,chicken; mayonnaise; celery; onion; lemon juice; salt; pepper,move,"[8, 3]",I can help you with that! We have Chicken Breast (1lb) in Aisle 8 and Yellow Onion in Aisle 3.,True,1,True,1,False,0,[],16.837
13,llm_only,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,,move,"[3, 8]","I can certainly help you with that! I recommend picking up some chicken breast, lettuce, tomato, and baby spinach to get",True,1,True,1,False,0,[],2.237
14,presearch,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk; sugar; baking powder; butter,move,"[1, 6]","I can help you with All-Purpose Flour and Granulated Sugar in Aisle 6, and Large Eggs, Milk, and Unsalted Butter in Aisl",True,1,True,1,False,0,[],4.568
14,semantic,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk; sugar; baking powder; butter,move,"[1, 6]","For your pancakes, we have Unsalted Butter, Milk (2L), Milk (1L), and Large Eggs (12ct) in Aisle 1, and All-Purpose Flou",True,1,True,1,False,0,[],13.636
14,llm_only,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,,move,"[1, 6]","I can certainly help you with that! You'll find the flour and sugar in Aisle 6, while the eggs, milk, and butter are all",True,1,True,1,False,0,[],2.506
15,presearch,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,broccoli; carrots; bell pepper; snap peas; soy sauce; ginger; garlic; sesame oil; tofu,move,"[3, 8]","I recommend our Broccoli and Bell Pepper in Aisle 3 and Firm Tofu in Aisle 8. Unfortunately, we do not carry carrots, sn",True,1,True,1,False,0,[],4.302
15,semantic,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,broccoli; carrot; bell pepper; soy sauce; ginger; garlic; tofu; oil; rice,move,"[8, 3]","For a veggie stir-fry, I recommend Firm Tofu (Aisle 8), Broccoli (Aisle 3), Carrot (Aisle 3), and Baby Spinach (Aisle 3)",True,1,True,1,False,0,[],8.969
15,llm_only,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,,move,"[3, 6]","For a great veggie stir-fry, I recommend picking up some broccoli, carrots, and bell peppers from Aisle 3, and some whit",True,1,True,1,False,0,[],2.994
16,presearch,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,yogurt; frozen fruit; milk; honey; spinach,move,"[1, 3, 7]","I can help with that! We have Plain Yogurt and Milk in Aisle 1, and Baby Spinach in Aisle 3 or Frozen Spinach in Aisle 7",True,1,True,1,False,0,[],3.873
16,semantic,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,yogurt; fruit; milk; honey; spinach,move,"[1, 3]","For your smoothies, we have Plain Yogurt (Aisle 1), Baby Spinach, Strawberries (1lb), Grapes (1lb), and Lemons, all in A",True,1,True,1,False,0,[],4.847
16,llm_only,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,,move,"[1, 3, 7]","That sounds delicious! You'll find our fresh fruits and vegetables in Aisle 3, and we have milk and yogurt in Aisle 1, a",True,1,True,1,False,0,[],2.443
17,presearch,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon; olive oil; salt; black pepper; garlic,move,"[8, 3, 6]","We have Salmon Fillet (Aisle 8), Lemon (Aisle 3), Olive Oil (Aisle 6), and Iodized Salt (Aisle 6), but we do not carry b",True,1,True,1,False,0,[],3.807
17,semantic,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon; olive oil; salt; pepper; garlic,move,"[8, 3, 6]","For grilled salmon with lemon, we have Salmon Fillet (Aisle 8), Lemon (Aisle 3), and Olive Oil (Aisle 6) available.",True,1,True,1,False,0,[],6.17
17,llm_only,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,,move,"[3, 6, 8]","For grilled salmon with lemon, you'll need salmon fillet from Aisle 8, a lemon from Aisle 3, and some olive oil from Ais",True,1,True,1,False,0,[],5.622
18,presearch,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,tortillas; ground beef; taco seasoning; lettuce; cheese; tomatoes; sour cream; salsa,move,"[8, 3, 1]","I can help you find Ground Beef (Aisle 8), Lettuce (Aisle 3), Cheddar Cheese, Cream Cheese, and Sour Cream (all Aisle 1)",True,1,True,1,False,0,[],5.064
18,semantic,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,tortillas; ground beef; taco seasoning; lettuce; cheese; tomatoes; sour cream; salsa,move,"[1, 3]","I can help you with that! We have Sour Cream and Cheddar Cheese in Aisle 1, and Lettuce and Tomato in Aisle 3.",True,1,True,1,False,0,[],5.965
18,llm_only,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,,move,"[2, 3, 8]","I can certainly help you with that! For a great taco night, I recommend getting ground beef from Aisle 8, tortillas or w",True,1,True,1,False,0,[],22.262
19,presearch,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; soy sauce; eggs; peas; carrots; onion; oil,move,"[6, 1, 7, 3]","I can help you with White Rice (Aisle 6), Large Eggs (Aisle 1), Frozen Peas (Aisle 7), Yellow Onion (Aisle 3), and Olive",True,1,True,1,False,0,[],5.307
19,semantic,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; egg; soy sauce; oil; peas; carrots; onion; garlic,move,"[6, 3]","I can help you with that! We have White Rice (2kg) in Aisle 6, and Carrots and Yellow Onions in Aisle 3.",True,1,True,1,False,0,[],5.379
19,llm_only,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,,move,"[3, 6]","That sounds delicious! You'll need white rice and olive oil from Aisle 6, and I'd suggest picking up some carrots and on",True,1,True,1,False,0,[],2.594
20,presearch,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomato; onion; garlic; carrot; celery; chicken broth; olive oil; cream,move,"[3, 6]","I can help with that! We have Tomato (Aisle 3), Tomato Sauce (Aisle 6), Yellow Onion (Aisle 3), Carrot (Aisle 3), and Ol",True,1,True,1,False,0,[],6.281
20,semantic,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomato; onion; garlic; olive oil; vegetable broth; salt; pepper; cream,move,"[3, 6]","For your tomato soup, we have Tomato (Aisle 3), Tomato Sauce (Aisle 6), Yellow Onion (Aisle 3), and Olive Oil (1L) (Aisl",True,1,True,1,False,0,[],6.844
20,llm_only,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,,move,"[3, 6]","For a great homemade tomato soup, I recommend picking up some tomato sauce, yellow onions, and carrots. You can find tho",True,1,True,1,False,0,[],6.105
21,presearch,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken; bread crumbs; eggs; flour; potatoes; oil; salt,move,"[7, 8, 6]","I can help you with Chicken Nuggets in Aisle 7, Chicken Breast (1lb) in Aisle 8, All-Purpose Flour in Aisle 6, and Iodiz",True,1,True,1,False,0,[],4.433
21,semantic,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken breast; flour; eggs; breadcrumbs; oil; potatoes; salt,move,"[3, 6, 8]","I can help you with that! We have Chicken Breast in Aisle 8, Russet Potatoes in Aisle 3, and All-Purpose Flour in Aisle ",True,1,True,1,False,0,[],6.156
21,llm_only,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,,move,[7],I can certainly help you with that! We have chicken nuggets and frozen fries available in Aisle 7.,True,1,True,1,False,0,[],18.084
22,presearch,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread; lemon; salt; pepper; olive oil,move,"[3, 2]","I recommend our Avocado (Aisle 3), White Bread (Aisle 2), or Wheat Bread (Aisle 2) for your toast!",True,1,True,1,False,0,[],3.752
22,semantic,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread; lemon; salt; pepper; olive oil,move,"[3, 2]","For your avocado toast, I recommend our Avocado (Aisle 3), Wheat Bread (Aisle 2), and Lemon (Aisle 3).",True,1,True,1,False,0,[],5.286
22,llm_only,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,,move,"[1, 2, 3]","For a delicious avocado toast, I recommend picking up some avocados from Aisle 3 and your choice of white or wheat bread",True,1,True,1,False,0,[],2.712
23,presearch,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; berries; honey,move,"[1, 5, 3, 7]","For a parfait, we have Plain Yogurt in Aisle 1, Granola Bars in Aisle 5, and Strawberries, Blueberries, or Frozen Mixed ",True,1,True,1,False,0,[],4.58
23,semantic,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; berries; honey,move,"[1, 5]","For a yogurt parfait, we have Plain Yogurt in Aisle 1 and Granola Bars in Aisle 5!",True,1,True,1,False,0,[],6.131
23,llm_only,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,,move,"[1, 3]","For a delicious yogurt parfait, I recommend picking up some Plain Yogurt from Aisle 1 and some fresh Blueberries or Stra",True,1,True,1,False,0,[],2.316
24,presearch,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta; olive oil; garlic; salt; pepper,none,[],[LLM Error: 'response'],True,1,False,0,False,0,[],1.764
24,semantic,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta; olive oil; garlic; salt; pepper,move,[6],"I can help you with that! We have Spaghetti Pasta in Aisle 6 and Olive Oil (1L) in Aisle 6, but we do not carry beans.",True,1,True,1,False,0,[],5.293
24,llm_only,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,,move,[6],"That sounds like a great meal! I can help you find the Spaghetti Pasta, Black Beans, and Tomato Sauce, which are all loc",True,1,True,1,False,0,[],2.084
25,presearch,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,turkey; bread; mayonnaise; lettuce; tomato,move,"[8, 2, 3]","I can help with that! We have Turkey Slices in Aisle 8, White and Wheat Bread in Aisle 2, and Lettuce and Tomato in Aisl",True,1,True,1,False,0,[],3.742
25,semantic,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,turkey; bread; mayonnaise; lettuce; tomato,move,"[8, 2, 3]","I can help with that! We have Turkey Slices in Aisle 8, Wheat Bread in Aisle 2, and Tomato and Lettuce in Aisle 3.",True,1,True,1,False,0,[],5.329
25,llm_only,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,,move,"[2, 8]",I can definitely help you with that! You'll find turkey slices in Aisle 8 and a variety of breads in Aisle 2 to make you,True,1,True,1,False,0,[],2.232
26,presearch,associative,I want something healthy for lunch.,apple; spinach; yogurt,salad; fruit; vegetables; nuts,move,[5],"I'm sorry, we don't carry salad, fruit, or vegetables, but we do have Mixed Nuts in Aisle 5!",True,1,True,1,False,0,[],4.038
26,semantic,associative,I want something healthy for lunch.,apple; spinach; yogurt,salad; fruit; vegetables; nuts; yogurt,move,[3],"I recommend some Baby Spinach (Aisle 3), Tomato (Aisle 3), or Broccoli (Aisle 3) for a healthy lunch!",True,1,True,1,False,0,[],5.535
26,llm_only,associative,I want something healthy for lunch.,apple; spinach; yogurt,,move,"[2, 3]","I'd recommend making a fresh salad or a wrap! You can find baby spinach, avocados, and tomatoes in Aisle 3, and whole wh",True,1,True,1,False,0,[],2.408
27,presearch,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,chicken; eggs; tofu; greek yogurt; fish; beans,move,"[7, 8, 1]","We have Chicken Nuggets (Aisle 7), Chicken Breast (Aisle 8), Large Eggs (Aisle 1), and Firm Tofu (Aisle 8). We do not ca",True,1,True,1,False,0,[],5.956
27,semantic,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,chicken; fish; tofu; eggs; greek yogurt; lentils,move,"[8, 1]","We have several high-protein options: Firm Tofu, Chicken Breast (1lb), and Salmon Fillet (1lb) in Aisle 8, as well as La",True,1,False,0,True,1,[12],5.319
27,llm_only,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,,move,"[1, 8]","We have several great high-protein options! I'd recommend checking out the chicken breast, salmon, and tofu in Aisle 8, ",True,1,True,1,False,0,[],2.503
28,presearch,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,frozen dinner,none,[],"I'm sorry, we do not carry frozen dinners.",True,1,False,0,False,0,[],2.891
28,semantic,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,frozen dinner,move,[7],"I recommend our Frozen Pizza (Aisle 7), Chicken Nuggets (Aisle 7), or Frozen Fries (Aisle 7) for a quick dinner!",True,1,True,1,False,0,[],3.407
28,llm_only,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,,move,[7],"I can definitely help with that! We have frozen pizzas, chicken nuggets, and frozen waffles over in Aisle 7 that make fo",True,1,True,1,False,0,[],2.829
29,presearch,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,chips; dip; pretzels; nuts; soda; juice,move,"[5, 4]","I recommend Potato Chips, Pretzels, and Mixed Nuts from Aisle 5, and Cola, Orange Juice, or Apple Juice from Aisle 4. We",True,1,True,1,False,0,[],4.424
29,semantic,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,chips; dip; crackers; cheese; nuts; soda; juice,move,"[5, 1, 4]","I recommend Potato Chips and Whole Grain Crackers from Aisle 5, Cheddar Cheese and Cream Cheese from Aisle 1, and Orange",True,1,True,1,False,0,[],5.452
29,llm_only,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,,move,"[4, 5]","For snacks, I'd recommend our potato chips, mixed nuts, or pretzels from Aisle 5. For drinks, you can't go wrong with Co",True,1,True,1,False,0,[],2.38
30,presearch,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,drink,move,[4],I have Sports Drink available in Aisle 4.,True,1,True,1,False,0,[],2.656
30,semantic,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,drink,move,[4],"I recommend Sparkling Water and Bottled Water, both of which you can find in Aisle 4.",True,1,True,1,False,0,[],3.302
30,llm_only,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,,move,[4],"I can certainly help with that! For low-sugar options, I'd recommend our bottled water, sparkling water, or green tea, a",True,1,True,1,False,0,[],2.684
31,presearch,associative,What's good for a movie night at home?,popcorn; chips; soda,popcorn; soda; candy; chips; chocolate,move,"[5, 4]","For a movie night, I recommend Popcorn, Potato Chips, and Chocolate Cookies from Aisle 5, and Cola from Aisle 4. Unfortu",True,1,True,1,False,0,[],4.276
31,semantic,associative,What's good for a movie night at home?,popcorn; chips; soda,popcorn; soda; candy; chips; chocolate,move,"[5, 4]","For a movie night, I recommend Potato Chips and Popcorn in Aisle 5, and Cola (2L) in Aisle 4!",True,1,True,1,False,0,[],4.43
31,llm_only,associative,What's good for a movie night at home?,popcorn; chips; soda,,move,"[5, 7]","For a movie night, I'd recommend some potato chips, popcorn, and chocolate cookies from Aisle 5, or maybe a frozen pizza",True,1,True,1,False,0,[],2.531
32,presearch,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,eggs; milk; bread; butter; cereal; yogurt; fruit,move,"[1, 2]","I recommend our Large Eggs, Milk, Unsalted Butter, and Plain Yogurt in Aisle 1, and White or Wheat Bread in Aisle 2. Ple",True,1,True,1,False,0,[],5.544
32,semantic,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,eggs; bread; milk; cereal; butter; fruit; yogurt,move,[1],"I recommend our Plain Yogurt (Aisle 1), Milk (2L) (Aisle 1), and Unsalted Butter (Aisle 1) for breakfast basics.",True,1,True,1,False,0,[],6.097
32,llm_only,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,,move,"[1, 2]","For some easy breakfast basics, I'd recommend our Large Eggs and Milk from Aisle 1, and some White or Wheat Bread from A",True,1,True,1,False,0,[],2.833
33,presearch,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,vegetables,none,[],"I'm sorry, but we do not carry vegetables.",True,1,False,0,False,0,[],2.643
33,semantic,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,vegetables,move,[3],"That's great! We have Tomato, Baby Spinach, Yellow Onion, Russet Potato (5lb), and Broccoli, all located in Aisle 3.",True,1,True,1,False,0,[],4.183
33,llm_only,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,,move,[3],"That's a great goal! We have a wonderful selection of fresh vegetables like broccoli, carrots, and spinach over in Aisle",True,1,True,1,False,0,[],2.115
34,presearch,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,apple; banana; grapes; cheese; crackers; sandwich bread; yogurt; juice box; carrot sticks,move,"[3, 1, 4, 5]","I suggest Apples (Aisle 3), Bananas (Aisle 3), Grapes (Aisle 3), Cheddar Cheese (Aisle 1), Cream Cheese (Aisle 1), Plain",True,1,True,1,False,0,[],5.294
34,semantic,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,apple; banana; grapes; cheese; crackers; yogurt; sandwich bread; ham; carrot sticks; juice,move,"[1, 3, 4]","I suggest packing some Banana (Aisle 3), Apple (Aisle 3), Cheddar Cheese (Aisle 1), Apple Juice (Aisle 4), or Cream Chee",True,1,True,1,False,0,[],6.837
34,llm_only,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,,move,"[2, 3, 5]","For kids' lunchboxes, I'd recommend some apple slices, grapes, granola bars, and maybe some wheat bread or wraps. You ca",True,1,True,1,False,0,[],13.435
35,presearch,associative,What should I buy for a road trip snack bag?,trail_mix; pretzels; water,chips; nuts; dried fruit; pretzels; candy; granola bars; crackers,move,[5],"I recommend Potato Chips, Mixed Nuts, Pretzels, and Whole Grain Crackers, all in Aisle 5. Unfortunately, we do not carry",True,1,True,1,False,0,[],3.685
35,semantic,associative,What should I buy for a road trip snack bag?,trail_mix; pretzels; water,chips; nuts; dried fruit; crackers; pretzels; granola bars; candy; bottled water,move,[5],"For your road trip, I recommend Pretzels, Potato Chips, Whole Grain Crackers, Mixed Nuts, and Trail Mix, all located in ",True,1,True,1,False,0,[],5.649
